"payment_id","payment_date","amount"
22101,2007-03-18 00:42:32.996,4.99
22304,2007-03-18 00:42:34.996,1.99
22552,2007-03-18 00:47:18.996,5.99
22416,2007-03-18 00:49:01.996,7.99
21123,2007-03-18 00:49:34.996,8.99
25138,2007-03-18 00:52:33.996,1.99
22196,2007-03-18 00:53:51.996,4.99
24928,2007-03-18 00:55:46.996,2.99
24710,2007-03-18 00:55:55.996,4.99
22857,2007-03-18 00:59:44.996,9.99
21245,2007-03-18 01:01:55.996,4.99
24193,2007-03-18 01:02:21.996,5.99
23139,2007-03-18 01:04:05.996,7.99
23351,2007-03-18 01:16:40.996,4.99
19564,2007-03-18 01:18:20.996,4.99
22005,2007-03-18 01:18:28.996,4.99
23612,2007-03-18 01:19:17.996,5.99
20747,2007-03-18 01:27:06.996,2.99
19900,2007-03-18 01:28:37.996,7.99
22553,2007-03-18 01:32:54.996,4.99
22769,2007-03-18 01:36:36.996,2.99
24816,2007-03-18 01:39:30.996,8.99
24817,2007-03-18 01:40:10.996,3.99
20311,2007-03-18 01:45:59.996,5.99
21515,2007-03-18 01:47:55.996,4.99
20593,2007-03-18 01:53:04.996,4.99
23126,2007-03-18 01:53:34.996,2.99
22979,2007-03-18 01:55:37.996,2.99
23805,2007-03-18 02:05:57.996,1.99
20325,2007-03-18 02:07:20.996,6.99
20396,2007-03-18 02:07:37.996,4.99
22426,2007-03-18 02:15:06.996,4.99
25065,2007-03-18 02:17:07.996,5.99
25020,2007-03-18 02:20:17.996,2.99
22295,2007-03-18 02:21:44.996,5.99
23947,2007-03-18 02:22:00.996,2.99
19626,2007-03-18 02:27:28.996,4.99
20296,2007-03-18 02:28:17.996,6.99
22739,2007-03-18 02:33:55.996,2.99
25151,2007-03-18 02:35:46.996,4.99
22392,2007-03-18 02:38:05.996,1.99
23522,2007-03-18 02:39:29.996,8.99
23483,2007-03-18 02:39:39.996,4.99
21054,2007-03-18 02:43:01.996,2.99
24120,2007-03-18 02:44:09.996,6.99
21605,2007-03-18 02:44:32.996,8.99
23845,2007-03-18 02:44:41.996,2.99
23523,2007-03-18 02:45:59.996,5.99
24964,2007-03-18 02:50:27.996,4.99
21426,2007-03-18 02:50:57.996,2.99
20659,2007-03-18 02:52:56.996,6.99
22402,2007-03-18 02:56:20.996,6.99
24512,2007-03-18 03:00:31.996,2.99
21477,2007-03-18 03:01:37.996,4.99
22820,2007-03-18 03:07:36.996,2.99
21068,2007-03-18 03:09:16.996,6.99
23140,2007-03-18 03:10:13.996,7.99
21801,2007-03-18 03:10:28.996,4.99
19787,2007-03-18 03:15:11.996,5.99
20991,2007-03-18 03:15:56.996,4.99
23127,2007-03-18 03:17:53.996,4.99
20947,2007-03-18 03:18:58.996,4.99
24343,2007-03-18 03:22:46.996,6.99
24896,2007-03-18 03:22:51.996,6.99
24079,2007-03-18 03:24:15.996,4.99
24687,2007-03-18 03:25:09.996,2.99
23014,2007-03-18 03:26:25.996,2.99
23953,2007-03-18 03:26:32.996,5.99
21946,2007-03-18 03:29:46.996,2.99
22417,2007-03-18 03:33:54.996,8.99
19691,2007-03-18 03:36:29.996,6.99
23385,2007-03-18 03:37:03.996,4.99
23241,2007-03-18 03:37:20.996,8.99
21859,2007-03-18 03:42:02.996,4.99
22713,2007-03-18 03:43:10.996,8.99
22025,2007-03-18 03:44:12.996,5.99
25066,2007-03-18 03:44:54.996,3.99
23128,2007-03-18 03:58:57.996,2.99
24370,2007-03-18 04:00:58.996,2.99
22102,2007-03-18 04:04:40.996,6.99
19993,2007-03-18 04:04:46.996,2.99
21860,2007-03-18 04:10:05.996,4.99
24950,2007-03-18 04:11:48.996,7.99
22047,2007-03-18 04:14:55.996,2.99
22108,2007-03-18 04:16:21.996,4.99
24480,2007-03-18 04:16:49.996,8.99
22770,2007-03-18 04:27:06.996,2.99
20630,2007-03-18 04:31:00.996,2.99
24461,2007-03-18 04:35:52.996,2.99
24413,2007-03-18 04:35:57.996,8.99
21305,2007-03-18 04:38:28.996,4.99
22452,2007-03-18 04:43:32.996,5.99
23585,2007-03-18 04:44:35.996,2.99
20113,2007-03-18 04:50:22.996,4.99
20453,2007-03-18 04:55:11.996,2.99
19522,2007-03-18 04:55:17.996,4.99
19592,2007-03-18 04:55:31.996,3.99
20424,2007-03-18 05:03:54.996,2.99
20146,2007-03-18 05:04:48.996,8.99
20808,2007-03-18 05:09:56.996,5.99
25099,2007-03-18 05:11:48.996,6.99
23424,2007-03-18 05:12:22.996,1.99
20749,2007-03-18 05:12:56.996,1.99
22525,2007-03-18 05:14:59.996,6.99
21589,2007-03-18 05:15:45.996,3.99
24849,2007-03-18 05:19:31.996,2.99
24226,2007-03-18 05:21:02.996,2.99
24121,2007-03-18 05:27:41.996,2.99
23407,2007-03-18 05:28:07.996,1.99
23763,2007-03-18 05:30:50.996,2.99
20851,2007-03-18 05:32:50.996,4.99
20473,2007-03-18 05:33:32.996,4.99
24888,2007-03-18 05:35:27.996,4.99
23287,2007-03-18 05:41:12.996,2.99
21802,2007-03-18 05:43:39.996,4.99
19543,2007-03-18 05:43:45.996,4.99
23104,2007-03-18 05:45:24.996,3.99
25139,2007-03-18 05:46:21.996,4.99
24467,2007-03-18 05:50:13.996,5.99
22145,2007-03-18 05:52:08.996,2.99
24331,2007-03-18 05:58:12.996,4.99
23592,2007-03-18 06:00:38.996,5.99
24013,2007-03-18 06:01:34.996,2.99
21717,2007-03-18 06:02:33.996,7.99
21993,2007-03-18 06:05:31.996,2.99
22858,2007-03-18 06:09:18.996,2.99
22837,2007-03-18 06:10:09.996,4.99
23826,2007-03-18 06:15:01.996,2.99
24426,2007-03-18 06:21:15.996,7.99
23495,2007-03-18 06:23:35.996,4.99
22751,2007-03-18 06:25:40.996,8.99
20701,2007-03-18 06:26:04.996,6.99
20158,2007-03-18 06:26:09.996,6.99
21756,2007-03-18 06:26:13.996,2.99
21263,2007-03-18 06:31:12.996,2.99
23910,2007-03-18 06:33:01.996,9.99
20445,2007-03-18 06:35:51.996,8.99
23390,2007-03-18 06:36:11.996,3.99
20425,2007-03-18 06:48:34.996,4.99
23752,2007-03-18 06:48:55.996,2.99
24688,2007-03-18 06:55:54.996,1.99
22341,2007-03-18 07:00:59.996,8.99
24071,2007-03-18 07:07:59.996,2.99
22006,2007-03-18 07:14:50.996,2.99
22237,2007-03-18 07:16:35.996,2.99
20723,2007-03-18 07:17:02.996,4.99
20551,2007-03-18 07:20:08.996,1.99
19911,2007-03-18 07:21:19.996,4.99
23726,2007-03-18 07:26:24.996,5.99
20734,2007-03-18 07:31:07.996,5.99
20097,2007-03-18 07:33:41.996,2.99
22109,2007-03-18 07:34:56.996,4.99
23074,2007-03-18 07:39:49.996,9.99
20481,2007-03-18 07:41:18.996,9.99
20018,2007-03-18 07:41:50.996,4.99
20260,2007-03-18 07:42:08.996,10.99
22777,2007-03-18 07:47:38.996,2.99
23827,2007-03-18 07:56:00.996,3.99
21152,2007-03-18 07:59:31.996,6.99
20214,2007-03-18 08:05:00.996,4.99
25153,2007-03-18 08:05:56.996,6.99
21821,2007-03-18 08:06:28.996,2.99
24734,2007-03-18 08:07:52.996,4.99
24034,2007-03-18 08:09:04.996,2.99
24635,2007-03-18 08:13:59.996,8.99
23408,2007-03-18 08:18:18.996,5.99
20432,2007-03-18 08:19:00.996,2.99
22995,2007-03-18 08:19:06.996,9.99
21178,2007-03-18 08:22:27.996,4.99
21873,2007-03-18 08:25:14.996,2.99
23357,2007-03-18 08:25:26.996,4.99
24905,2007-03-18 08:28:02.996,4.99
23926,2007-03-18 08:30:14.996,4.99
21537,2007-03-18 08:30:16.996,4.99
24206,2007-03-18 08:32:32.996,5.99
21264,2007-03-18 08:41:38.996,4.99
21469,2007-03-18 08:43:18.996,8.99
20007,2007-03-18 08:45:23.996,8.99
20822,2007-03-18 08:46:32.996,5.99
23409,2007-03-18 08:52:37.996,4.99
20119,2007-03-18 08:52:43.996,6.99
23806,2007-03-18 08:52:47.996,3.99
21113,2007-03-18 08:55:12.996,6.99
23539,2007-03-18 09:03:25.996,2.99
25122,2007-03-18 09:03:39.996,5.99
22208,2007-03-18 09:06:15.996,4.99
24227,2007-03-18 09:06:57.996,7.99
21718,2007-03-18 09:09:31.996,3.99
21427,2007-03-18 09:11:09.996,9.99
24468,2007-03-18 09:11:18.996,8.99
24156,2007-03-18 09:13:23.996,3.99
22289,2007-03-18 09:16:23.996,2.99
19557,2007-03-18 09:18:33.996,2.99
24831,2007-03-18 09:19:25.996,5.99
20297,2007-03-18 09:24:46.996,2.99
21233,2007-03-18 09:24:55.996,2.99
21454,2007-03-18 09:25:27.996,4.99
21896,2007-03-18 09:32:30.996,2.99
20360,2007-03-18 09:43:01.996,6.99
23652,2007-03-18 09:45:33.996,3.99
24452,2007-03-18 09:47:28.996,2.99
23129,2007-03-18 09:48:13.996,4.99
23504,2007-03-18 09:50:17.996,4.99
19636,2007-03-18 09:51:19.996,5.99
23068,2007-03-18 09:53:37.996,4.99
20978,2007-03-18 09:53:39.996,7.99
22407,2007-03-18 09:57:21.996,2.99
24676,2007-03-18 10:00:00.996,4.99
24194,2007-03-18 10:02:00.996,6.99
21379,2007-03-18 10:05:21.996,4.99
23452,2007-03-18 10:10:13.996,2.99
23474,2007-03-18 10:24:08.996,3.99
23629,2007-03-18 10:25:26.996,4.99
19815,2007-03-18 10:27:14.996,10.99
19874,2007-03-18 10:28:10.996,2.99
23432,2007-03-18 10:38:29.996,8.99
20780,2007-03-18 10:42:47.996,4.99
23820,2007-03-18 10:51:06.996,4.99
23391,2007-03-18 10:53:27.996,3.99
23092,2007-03-18 10:53:42.996,4.99
20781,2007-03-18 10:55:03.996,4.99
21216,2007-03-18 10:55:09.996,8.99
24715,2007-03-18 11:00:00.996,2.99
24965,2007-03-18 11:06:02.996,7.99
21629,2007-03-18 11:07:03.996,5.99
19843,2007-03-18 11:08:03.996,2.99
20242,2007-03-18 11:10:07.996,4.99
21874,2007-03-18 11:11:16.996,8.99
22966,2007-03-18 11:16:48.996,4.99
24966,2007-03-18 11:17:11.996,4.99
24481,2007-03-18 11:17:11.996,9.99
24761,2007-03-18 11:17:30.996,4.99
21622,2007-03-18 11:22:04.996,7.99
21940,2007-03-18 11:22:15.996,6.99
23637,2007-03-18 11:25:03.996,4.99
21637,2007-03-18 11:26:51.996,6.99
20660,2007-03-18 11:27:06.996,4.99
20852,2007-03-18 11:29:34.996,2.99
23093,2007-03-18 11:34:03.996,2.99
19938,2007-03-18 11:34:17.996,4.99
24344,2007-03-18 11:41:39.996,4.99
24850,2007-03-18 11:44:57.996,4.99
20565,2007-03-18 11:45:12.996,4.99
23105,2007-03-18 11:45:33.996,4.99
20832,2007-03-18 11:45:56.996,5.99
22496,2007-03-18 11:47:39.996,8.99
22967,2007-03-18 11:48:39.996,2.99
20724,2007-03-18 11:50:51.996,9.99
24096,2007-03-18 11:56:53.996,3.99
21980,2007-03-18 12:00:11.996,6.99
20774,2007-03-18 12:02:21.996,2.99
19860,2007-03-18 12:08:19.996,4.99
21912,2007-03-18 12:08:46.996,4.99
25132,2007-03-18 12:09:58.996,4.99
20215,2007-03-18 12:14:06.996,2.99
24807,2007-03-18 12:14:07.996,7.99
23598,2007-03-18 12:16:57.996,4.99
23204,2007-03-18 12:17:09.996,2.99
21342,2007-03-18 12:17:12.996,6.99
20758,2007-03-18 12:21:07.996,2.99
21928,2007-03-18 12:23:14.996,4.99
22949,2007-03-18 12:26:16.996,2.99
24453,2007-03-18 12:26:24.996,2.99
20102,2007-03-18 12:30:06.996,4.99
24482,2007-03-18 12:33:07.996,7.99
21882,2007-03-18 12:33:48.996,1.99
20509,2007-03-18 12:34:32.996,5.99
23225,2007-03-18 12:35:05.996,1.99
23769,2007-03-18 12:37:35.996,2.99
19880,2007-03-18 12:45:56.996,5.99
22497,2007-03-18 12:46:56.996,2.99
20041,2007-03-18 12:52:21.996,2.99
20326,2007-03-18 12:54:17.996,3.99
24293,2007-03-18 12:56:26.996,6.99
22980,2007-03-18 12:58:03.996,2.99
22554,2007-03-18 12:58:05.996,4.99
21037,2007-03-18 13:03:52.996,5.99
20552,2007-03-18 13:06:33.996,4.99
23979,2007-03-18 13:09:04.996,2.99
22821,2007-03-18 13:14:52.996,2.99
20903,2007-03-18 13:15:00.996,2.99
20809,2007-03-18 13:15:54.996,8.99
22247,2007-03-18 13:17:48.996,1.99
22703,2007-03-18 13:18:21.996,4.99
20416,2007-03-18 13:19:29.996,4.99
19742,2007-03-18 13:21:01.996,7.99
21847,2007-03-18 13:22:24.996,5.99
22593,2007-03-18 13:22:45.996,4.99
24662,2007-03-18 13:28:29.996,3.99
20710,2007-03-18 13:36:55.996,4.99
20270,2007-03-18 13:40:01.996,2.99
24649,2007-03-18 13:40:43.996,4.99
19920,2007-03-18 13:43:02.996,3.99
22367,2007-03-18 13:44:10.996,3.99
22968,2007-03-18 13:49:12.996,6.99
24650,2007-03-18 13:51:57.996,5.99
22555,2007-03-18 13:59:44.996,5.99
24438,2007-03-18 14:01:23.996,4.99
23764,2007-03-18 14:06:08.996,6.99
23780,2007-03-18 14:06:57.996,2.99
22838,2007-03-18 14:08:12.996,7.99
23191,2007-03-18 14:17:34.996,2.99
23352,2007-03-18 14:17:41.996,6.99
23684,2007-03-18 14:20:02.996,2.99
20482,2007-03-18 14:20:02.996,7.99
23697,2007-03-18 14:20:38.996,3.99
21354,2007-03-18 14:23:05.996,4.99
21719,2007-03-18 14:31:39.996,1.99
20924,2007-03-18 14:33:11.996,2.99
19607,2007-03-18 14:34:57.996,5.99
19921,2007-03-18 14:40:01.996,6.99
22154,2007-03-18 14:45:07.996,2.99
19890,2007-03-18 14:46:16.996,3.99
24586,2007-03-18 14:52:50.996,4.99
20560,2007-03-18 14:58:01.996,2.99
21517,2007-03-18 15:02:28.996,2.99
20191,2007-03-18 15:02:29.996,4.99
23015,2007-03-18 15:11:11.996,2.99
24320,2007-03-18 15:12:50.996,4.99
22612,2007-03-18 15:16:18.996,2.99
23781,2007-03-18 15:24:46.996,3.99
22791,2007-03-18 15:27:14.996,4.99
21694,2007-03-18 15:28:03.996,4.99
19608,2007-03-18 15:30:47.996,1.99
20433,2007-03-18 15:33:41.996,4.99
21610,2007-03-18 15:34:48.996,2.99
20364,2007-03-18 15:38:08.996,1.99
23888,2007-03-18 15:38:31.996,3.99
22760,2007-03-18 15:44:27.996,2.99
23263,2007-03-18 15:44:29.996,7.99
22969,2007-03-18 15:44:33.996,6.99
21532,2007-03-18 15:51:07.996,4.99
22316,2007-03-18 15:51:14.996,2.99
23765,2007-03-18 15:52:28.996,4.99
24744,2007-03-18 15:55:04.996,3.99
21142,2007-03-18 16:00:02.996,2.99
21994,2007-03-18 16:02:37.996,3.99
24384,2007-03-18 16:02:45.996,4.99
21091,2007-03-18 16:03:26.996,7.99
23685,2007-03-18 16:04:45.996,6.99
20388,2007-03-18 16:05:11.996,5.99
24122,2007-03-18 16:05:37.996,2.99
21913,2007-03-18 16:08:51.996,5.99
21343,2007-03-18 16:08:59.996,7.99
21276,2007-03-18 16:17:54.996,4.99
20594,2007-03-18 16:22:47.996,2.99
21455,2007-03-18 16:24:04.996,6.99
22178,2007-03-18 16:26:40.996,2.99
22822,2007-03-18 16:28:49.996,2.99
20580,2007-03-18 16:28:55.996,3.99
24057,2007-03-18 16:35:19.996,2.99
24332,2007-03-18 16:40:05.996,8.99
21726,2007-03-18 16:41:31.996,2.99
22135,2007-03-18 16:43:15.996,3.99
21428,2007-03-18 16:46:34.996,2.99
24279,2007-03-18 16:47:42.996,4.99
24264,2007-03-18 16:49:32.996,4.99
19844,2007-03-18 16:50:53.996,5.99
20661,2007-03-18 16:53:32.996,2.99
21914,2007-03-18 16:58:17.996,5.99
21905,2007-03-18 16:58:47.996,7.99
22007,2007-03-18 17:00:13.996,4.99
19627,2007-03-18 17:01:46.996,4.99
22771,2007-03-18 17:17:24.996,4.99
23433,2007-03-18 17:21:43.996,4.99
22039,2007-03-18 17:26:10.996,6.99
24532,2007-03-18 17:34:08.996,4.99
20090,2007-03-18 17:34:15.996,6.99
22882,2007-03-18 17:35:49.996,4.99
22437,2007-03-18 17:39:20.996,4.99
24991,2007-03-18 17:40:07.996,4.99
22146,2007-03-18 17:40:11.996,10.99
22810,2007-03-18 17:45:13.996,2.99
21080,2007-03-18 17:46:13.996,6.99
22462,2007-03-18 17:46:24.996,2.99
22058,2007-03-18 17:50:22.996,4.99
24462,2007-03-18 17:53:22.996,5.99
24001,2007-03-18 18:02:28.996,4.99
20131,2007-03-18 18:04:31.996,4.99
24428,2007-03-18 18:09:53.996,2.99
21392,2007-03-18 18:10:37.996,6.99
25074,2007-03-18 18:12:12.996,6.99
21897,2007-03-18 18:16:32.996,2.99
24269,2007-03-18 18:19:09.996,4.99
23733,2007-03-18 18:19:55.996,6.99
20631,2007-03-18 18:23:35.996,8.99
19708,2007-03-18 18:26:05.996,9.99
23307,2007-03-18 18:28:20.996,6.99
19801,2007-03-18 18:35:00.996,3.99
20389,2007-03-18 18:35:23.996,2.99
22048,2007-03-18 18:36:12.996,5.99
22498,2007-03-18 18:38:45.996,5.99
19533,2007-03-18 18:39:05.996,4.99
21590,2007-03-18 18:40:01.996,2.99
20519,2007-03-18 18:41:34.996,2.99
24146,2007-03-18 18:43:22.996,2.99
21638,2007-03-18 18:55:13.996,6.99
21518,2007-03-18 18:58:59.996,4.99
21282,2007-03-18 19:05:39.996,2.99
23574,2007-03-18 19:11:26.996,4.99
24312,2007-03-18 19:13:00.996,3.99
21038,2007-03-18 19:20:28.996,4.99
22957,2007-03-18 19:27:43.996,2.99
21533,2007-03-18 19:28:17.996,5.99
19939,2007-03-18 19:31:16.996,7.99
23821,2007-03-18 19:31:58.996,4.99
21192,2007-03-18 19:32:39.996,2.99
23226,2007-03-18 19:35:54.996,4.99
20494,2007-03-18 19:36:27.996,3.99
25154,2007-03-18 19:38:04.996,4.99
24280,2007-03-18 19:44:06.996,4.99
24371,2007-03-18 19:50:10.996,2.99
20979,2007-03-18 19:57:08.996,5.99
24889,2007-03-18 19:58:38.996,1.99
20935,2007-03-18 20:02:19.996,8.99
24921,2007-03-18 20:05:46.996,7.99
23169,2007-03-18 20:11:35.996,4.99
20751,2007-03-18 20:13:12.996,2.99
24395,2007-03-18 20:13:41.996,2.99
23889,2007-03-18 20:16:14.996,4.99
22752,2007-03-18 20:23:27.996,2.99
23872,2007-03-18 20:24:04.996,2.99
24047,2007-03-18 20:27:26.996,2.99
23807,2007-03-18 20:33:18.996,1.99
20614,2007-03-18 20:33:20.996,4.99
22643,2007-03-18 20:40:03.996,6.99
22539,2007-03-18 20:40:13.996,7.99
19764,2007-03-18 20:43:44.996,10.99
20098,2007-03-18 20:45:30.996,4.99
21102,2007-03-18 20:45:31.996,4.99
23333,2007-03-18 20:50:29.996,2.99
22330,2007-03-18 20:50:57.996,5.99
22572,2007-03-18 20:51:02.996,2.99
22916,2007-03-18 20:51:11.996,2.99
22179,2007-03-18 20:56:48.996,4.99
20510,2007-03-18 20:57:31.996,7.99
20662,2007-03-18 20:59:47.996,2.99
22060,2007-03-18 21:01:05.996,1.99
20312,2007-03-18 21:01:48.996,2.99
21862,2007-03-18 21:02:02.996,2.99
21470,2007-03-18 21:06:05.996,10.99
23937,2007-03-18 21:06:07.996,7.99
21143,2007-03-18 21:07:13.996,5.99
23540,2007-03-18 21:20:39.996,2.99
24080,2007-03-18 21:26:11.996,4.99
20408,2007-03-18 21:31:45.996,4.99
20417,2007-03-18 21:33:48.996,1.99
21748,2007-03-18 21:35:20.996,4.99
21489,2007-03-18 21:35:27.996,4.99
24447,2007-03-18 21:42:41.996,3.99
19826,2007-03-18 21:50:16.996,8.99
23156,2007-03-18 21:53:46.996,6.99
21074,2007-03-18 21:54:15.996,6.99
21771,2007-03-18 21:55:06.996,1.99
22418,2007-03-18 21:57:26.996,5.99
21594,2007-03-18 21:57:49.996,4.99
20752,2007-03-18 21:57:51.996,4.99
20375,2007-03-18 22:00:45.996,5.99
22883,2007-03-18 22:02:48.996,6.99
23205,2007-03-18 22:04:22.996,5.99
23214,2007-03-18 22:05:59.996,4.99
23900,2007-03-18 22:07:48.996,6.99
19754,2007-03-18 22:08:49.996,4.99
20050,2007-03-18 22:12:26.996,3.99
24294,2007-03-18 22:18:50.996,2.99
21685,2007-03-18 22:24:49.996,5.99
21757,2007-03-18 22:29:40.996,4.99
21848,2007-03-18 22:31:12.996,2.99
24058,2007-03-18 22:34:15.996,2.99
23548,2007-03-18 22:43:35.996,2.99
22248,2007-03-18 22:44:45.996,2.99
23106,2007-03-18 22:45:20.996,6.99
20802,2007-03-18 22:49:02.996,5.99
20454,2007-03-18 22:50:50.996,4.99
22726,2007-03-18 22:52:34.996,2.99
22049,2007-03-18 22:52:59.996,4.99
22147,2007-03-18 22:55:37.996,2.99
22626,2007-03-18 22:55:45.996,8.99
21381,2007-03-18 22:56:07.996,8.99
20678,2007-03-18 22:56:47.996,2.99
20426,2007-03-18 23:01:41.996,8.99
20243,2007-03-18 23:05:00.996,4.99
21012,2007-03-18 23:05:52.996,4.99
21849,2007-03-18 23:07:12.996,4.99
23215,2007-03-18 23:09:07.996,4.99
23206,2007-03-18 23:19:54.996,4.99
21727,2007-03-18 23:22:48.996,2.99
21409,2007-03-18 23:26:50.996,4.99
22531,2007-03-18 23:28:08.996,4.99
20216,2007-03-18 23:32:31.996,4.99
23727,2007-03-18 23:33:01.996,3.99
21986,2007-03-18 23:33:25.996,3.99
23864,2007-03-18 23:33:34.996,2.99
21039,2007-03-18 23:43:50.996,4.99
19986,2007-03-18 23:44:13.996,2.99
24967,2007-03-18 23:46:26.996,4.99
21144,2007-03-18 23:53:37.996,3.99
25008,2007-03-18 23:55:49.996,5.99
20561,2007-03-19 00:06:13.996,4.99
20060,2007-03-19 00:06:44.996,2.99
24448,2007-03-19 00:09:09.996,3.99
